month,level_1,level_2,value
1965-09,All Items,Miscellaneous Goods & Services,19.171
1965-10,All Items,Food,25.295
1965-10,All Items,Food Excl Food Servicing Services,na
1965-10,All Items,Food Servicing Services,na
1965-10,All Items,Clothing & Footwear,56.177
1965-10,All Items,Housing & Utilities,24.538
1965-10,All Items,Household Durables And Services,34.334
1965-10,All Items,Health Care,19.863
1965-10,All Items,Transport,20.389
1965-10,All Items,Communication,131.831
1965-10,All Items,Recreation & Culture,51.022
1965-10,All Items,Education,17.609
1965-10,All Items,Miscellaneous Goods & Services,19.294
1965-11,All Items,Food,25.525
1965-11,All Items,Food Excl Food Servicing Services,na
1965-11,All Items,Food Servicing Services,na
1965-11,All Items,Clothing & Footwear,56.975
1965-11,All Items,Housing & Utilities,24.512
1965-11,All Items,Household Durables And Services,35.255
1965-11,All Items,Health Care,19.863
1965-11,All Items,Transport,20.389
1965-11,All Items,Communication,131.831
1965-11,All Items,Recreation & Culture,51.022
1965-11,All Items,Education,17.609
1965-11,All Items,Miscellaneous Goods & Services,19.407
1965-12,All Items,Food,25.845
1965-12,All Items,Food Excl Food Servicing Services,na
1965-12,All Items,Food Servicing Services,na
1965-12,All Items,Clothing & Footwear,57.034
1965-12,All Items,Housing & Utilities,24.46
1965-12,All Items,Household Durables And Services,35.346
1965-12,All Items,Health Care,19.863
1965-12,All Items,Transport,20.389
1965-12,All Items,Communication,131.831
1965-12,All Items,Recreation & Culture,51.022
1965-12,All Items,Education,17.609
1965-12,All Items,Miscellaneous Goods & Services,19.468
1966-01,All Items,Food,26.349
1966-01,All Items,Food Excl Food Servicing Services,na
1966-01,All Items,Food Servicing Services,na
1966-01,All Items,Clothing & Footwear,56.291
1966-01,All Items,Housing & Utilities,24.529
1966-01,All Items,Household Durables And Services,35.363
1966-01,All Items,Health Care,19.863
1966-01,All Items,Transport,20.389
1966-01,All Items,Communication,131.831
1966-01,All Items,Recreation & Culture,51.022
1966-01,All Items,Education,18.168
1966-01,All Items,Miscellaneous Goods & Services,19.549
1966-02,All Items,Food,25.941
1966-02,All Items,Food Excl Food Servicing Services,na
1966-02,All Items,Food Servicing Services,na
1966-02,All Items,Clothing & Footwear,56.307
1966-02,All Items,Housing & Utilities,24.529
1966-02,All Items,Household Durables And Services,35.4
1966-02,All Items,Health Care,19.863
1966-02,All Items,Transport,20.389
1966-02,All Items,Communication,131.831
1966-02,All Items,Recreation & Culture,51.022
1966-02,All Items,Education,18.168
1966-02,All Items,Miscellaneous Goods & Services,19.506
1966-03,All Items,Food,25.591
1966-03,All Items,Food Excl Food Servicing Services,na
1966-03,All Items,Food Servicing Services,na
1966-03,All Items,Clothing & Footwear,56.329
1966-03,All Items,Housing & Utilities,24.497
1966-03,All Items,Household Durables And Services,35.432
1966-03,All Items,Health Care,19.863
1966-03,All Items,Transport,20.389
1966-03,All Items,Communication,131.831
1966-03,All Items,Recreation & Culture,51.022
1966-03,All Items,Education,18.168
1966-03,All Items,Miscellaneous Goods & Services,19.506
1966-04,All Items,Food,25.752
1966-04,All Items,Food Excl Food Servicing Services,na
1966-04,All Items,Food Servicing Services,na
1966-04,All Items,Clothing & Footwear,56.307
1966-04,All Items,Housing & Utilities,24.529
1966-04,All Items,Household Durables And Services,35.59
1966-04,All Items,Health Care,19.863
1966-04,All Items,Transport,20.389
1966-04,All Items,Communication,131.831
1966-04,All Items,Recreation & Culture,51.022
1966-04,All Items,Education,18.168
1966-04,All Items,Miscellaneous Goods & Services,19.495
1966-05,All Items,Food,25.728
1966-05,All Items,Food Excl Food Servicing Services,na
1966-05,All Items,Food Servicing Services,na
1966-05,All Items,Clothing & Footwear,56.366
1966-05,All Items,Housing & Utilities,24.225
1966-05,All Items,Household Durables And Services,35.882
1966-05,All Items,Health Care,19.863
1966-05,All Items,Transport,20.389
1966-05,All Items,Communication,131.831
1966-05,All Items,Recreation & Culture,51.022
1966-05,All Items,Education,18.168
1966-05,All Items,Miscellaneous Goods & Services,19.483
1966-06,All Items,Food,25.876
1966-06,All Items,Food Excl Food Servicing Services,na
1966-06,All Items,Food Servicing Services,na
1966-06,All Items,Clothing & Footwear,56.102
1966-06,All Items,Housing & Utilities,24.193
1966-06,All Items,Household Durables And Services,35.797
1966-06,All Items,Health Care,19.863
1966-06,All Items,Transport,20.389
1966-06,All Items,Communication,131.831
1966-06,All Items,Recreation & Culture,51.022
1966-06,All Items,Education,18.168
1966-06,All Items,Miscellaneous Goods & Services,19.491
1966-07,All Items,Food,26.031
1966-07,All Items,Food Excl Food Servicing Services,na
1966-07,All Items,Food Servicing Services,na
1966-07,All Items,Clothing & Footwear,56.014
1966-07,All Items,Housing & Utilities,24.225
1966-07,All Items,Household Durables And Services,35.91
1966-07,All Items,Health Care,19.863
1966-07,All Items,Transport,20.389
1966-07,All Items,Communication,131.831
1966-07,All Items,Recreation & Culture,51.022
1966-07,All Items,Education,18.168
1966-07,All Items,Miscellaneous Goods & Services,19.495
1966-08,All Items,Food,26.338
1966-08,All Items,Food Excl Food Servicing Services,na
1966-08,All Items,Food Servicing Services,na
1966-08,All Items,Clothing & Footwear,56.014
1966-08,All Items,Housing & Utilities,24.225
1966-08,All Items,Household Durables And Services,35.991
1966-08,All Items,Health Care,19.863
1966-08,All Items,Transport,20.389
1966-08,All Items,Communication,131.831
1966-08,All Items,Recreation & Culture,51.022
1966-08,All Items,Education,18.168
1966-08,All Items,Miscellaneous Goods & Services,19.501
1966-09,All Items,Food,26.06
1966-09,All Items,Food Excl Food Servicing Services,na
1966-09,All Items,Food Servicing Services,na
1966-09,All Items,Clothing & Footwear,56.014
1966-09,All Items,Housing & Utilities,24.225
1966-09,All Items,Household Durables And Services,36.198
1966-09,All Items,Health Care,19.863
1966-09,All Items,Transport,20.389
1966-09,All Items,Communication,131.831
1966-09,All Items,Recreation & Culture,51.022
1966-09,All Items,Education,18.168
1966-09,All Items,Miscellaneous Goods & Services,19.511
1966-10,All Items,Food,25.767
1966-10,All Items,Food Excl Food Servicing Services,na
1966-10,All Items,Food Servicing Services,na
1966-10,All Items,Clothing & Footwear,56.068
1966-10,All Items,Housing & Utilities,24.276
1966-10,All Items,Household Durables And Services,36.33
1966-10,All Items,Health Care,19.863
1966-10,All Items,Transport,20.389
1966-10,All Items,Communication,131.831
1966-10,All Items,Recreation & Culture,51.022
1966-10,All Items,Education,18.168
1966-10,All Items,Miscellaneous Goods & Services,19.534
1966-11,All Items,Food,26.031
1966-11,All Items,Food Excl Food Servicing Services,na
1966-11,All Items,Food Servicing Services,na
1966-11,All Items,Clothing & Footwear,56.068
1966-11,All Items,Housing & Utilities,24.982
1966-11,All Items,Household Durables And Services,36.46
1966-11,All Items,Health Care,19.863
1966-11,All Items,Transport,20.412
1966-11,All Items,Communication,131.831
1966-11,All Items,Recreation & Culture,51.022
1966-11,All Items,Education,18.168
1966-11,All Items,Miscellaneous Goods & Services,19.551
1966-12,All Items,Food,26.323
1966-12,All Items,Food Excl Food Servicing Services,na
1966-12,All Items,Food Servicing Services,na
1966-12,All Items,Clothing & Footwear,56.218
1966-12,All Items,Housing & Utilities,24.889
1966-12,All Items,Household Durables And Services,36.46
1966-12,All Items,Health Care,19.863
1966-12,All Items,Transport,20.412
1966-12,All Items,Communication,131.831
1966-12,All Items,Recreation & Culture,51.022
1966-12,All Items,Education,18.168
1966-12,All Items,Miscellaneous Goods & Services,19.551
1967-01,All Items,Food,26.987
1967-01,All Items,Food Excl Food Servicing Services,na
1967-01,All Items,Food Servicing Services,na
1967-01,All Items,Clothing & Footwear,56.277
1967-01,All Items,Housing & Utilities,24.889
1967-01,All Items,Household Durables And Services,37.165
1967-01,All Items,Health Care,19.863
1967-01,All Items,Transport,20.412
1967-01,All Items,Communication,131.831
1967-01,All Items,Recreation & Culture,51.022
1967-01,All Items,Education,17.843
1967-01,All Items,Miscellaneous Goods & Services,19.623
1967-02,All Items,Food,26.987
1967-02,All Items,Food Excl Food Servicing Services,na
1967-02,All Items,Food Servicing Services,na
1967-02,All Items,Clothing & Footwear,56.394
1967-02,All Items,Housing & Utilities,24.973
1967-02,All Items,Household Durables And Services,37.661
1967-02,All Items,Health Care,19.863
1967-02,All Items,Transport,20.412
1967-02,All Items,Communication,131.831
1967-02,All Items,Recreation & Culture,51.022
1967-02,All Items,Education,17.843
1967-02,All Items,Miscellaneous Goods & Services,19.564
1967-03,All Items,Food,26.764
1967-03,All Items,Food Excl Food Servicing Services,na
1967-03,All Items,Food Servicing Services,na
1967-03,All Items,Clothing & Footwear,56.336
1967-03,All Items,Housing & Utilities,24.941
1967-03,All Items,Household Durables And Services,37.702
1967-03,All Items,Health Care,19.863
1967-03,All Items,Transport,20.412
1967-03,All Items,Communication,131.831
1967-03,All Items,Recreation & Culture,51.022
1967-03,All Items,Education,17.843
1967-03,All Items,Miscellaneous Goods & Services,19.553
1967-04,All Items,Food,26.069
1967-04,All Items,Food Excl Food Servicing Services,na
1967-04,All Items,Food Servicing Services,na
1967-04,All Items,Clothing & Footwear,56.336
1967-04,All Items,Housing & Utilities,24.894
1967-04,All Items,Household Durables And Services,37.569
1967-04,All Items,Health Care,19.863
1967-04,All Items,Transport,20.412
1967-04,All Items,Communication,131.831
1967-04,All Items,Recreation & Culture,51.022
1967-04,All Items,Education,17.843
1967-04,All Items,Miscellaneous Goods & Services,19.561
1967-05,All Items,Food,26.422
1967-05,All Items,Food Excl Food Servicing Services,na
1967-05,All Items,Food Servicing Services,na
1967-05,All Items,Clothing & Footwear,56.336
1967-05,All Items,Housing & Utilities,25.1
1967-05,All Items,Household Durables And Services,37.512
1967-05,All Items,Health Care,19.863
1967-05,All Items,Transport,20.412
1967-05,All Items,Communication,131.831
1967-05,All Items,Recreation & Culture,51.022
1967-05,All Items,Education,17.843
1967-05,All Items,Miscellaneous Goods & Services,19.572
1967-06,All Items,Food,26.946
1967-06,All Items,Food Excl Food Servicing Services,na
1967-06,All Items,Food Servicing Services,na
1967-06,All Items,Clothing & Footwear,56.336
1967-06,All Items,Housing & Utilities,25.1
1967-06,All Items,Household Durables And Services,37.5
1967-06,All Items,Health Care,19.863
1967-06,All Items,Transport,20.412
1967-06,All Items,Communication,131.831
1967-06,All Items,Recreation & Culture,51.022
1967-06,All Items,Education,17.843
1967-06,All Items,Miscellaneous Goods & Services,19.572
1967-07,All Items,Food,27.53
1967-07,All Items,Food Excl Food Servicing Services,na
1967-07,All Items,Food Servicing Services,na
1967-07,All Items,Clothing & Footwear,56.336
1967-07,All Items,Housing & Utilities,25.068
1967-07,All Items,Household Durables And Services,39.113
1967-07,All Items,Health Care,19.863
1967-07,All Items,Transport,20.412
1967-07,All Items,Communication,131.831
1967-07,All Items,Recreation & Culture,51.022
1967-07,All Items,Education,17.843
1967-07,All Items,Miscellaneous Goods & Services,19.617
1967-08,All Items,Food,27.339
1967-08,All Items,Food Excl Food Servicing Services,na
1967-08,All Items,Food Servicing Services,na
1967-08,All Items,Clothing & Footwear,56.501
1967-08,All Items,Housing & Utilities,25.068
1967-08,All Items,Household Durables And Services,38.654
1967-08,All Items,Health Care,19.863
1967-08,All Items,Transport,20.412
1967-08,All Items,Communication,131.831
1967-08,All Items,Recreation & Culture,51.022
1967-08,All Items,Education,17.843
1967-08,All Items,Miscellaneous Goods & Services,19.628
1967-09,All Items,Food,27.696
1967-09,All Items,Food Excl Food Servicing Services,na
1967-09,All Items,Food Servicing Services,na
1967-09,All Items,Clothing & Footwear,56.114
1967-09,All Items,Housing & Utilities,25.132
1967-09,All Items,Household Durables And Services,38.701
1967-09,All Items,Health Care,19.863
1967-09,All Items,Transport,20.412
1967-09,All Items,Communication,131.831
1967-09,All Items,Recreation & Culture,51.022
1967-09,All Items,Education,17.843
1967-09,All Items,Miscellaneous Goods & Services,19.632
1967-10,All Items,Food,27.522
1967-10,All Items,Food Excl Food Servicing Services,na
1967-10,All Items,Food Servicing Services,na
1967-10,All Items,Clothing & Footwear,56.139
1967-10,All Items,Housing & Utilities,25.132
1967-10,All Items,Household Durables And Services,38.841
1967-10,All Items,Health Care,19.863
1967-10,All Items,Transport,20.412
1967-10,All Items,Communication,131.831
1967-10,All Items,Recreation & Culture,51.022
1967-10,All Items,Education,17.843
1967-10,All Items,Miscellaneous Goods & Services,19.628
1967-11,All Items,Food,27.936
1967-11,All Items,Food Excl Food Servicing Services,na
1967-11,All Items,Food Servicing Services,na
1967-11,All Items,Clothing & Footwear,56.166
1967-11,All Items,Housing & Utilities,25.198
1967-11,All Items,Household Durables And Services,38.846
1967-11,All Items,Health Care,19.863
1967-11,All Items,Transport,20.412
1967-11,All Items,Communication,131.831
1967-11,All Items,Recreation & Culture,51.022
1967-11,All Items,Education,17.843
1967-11,All Items,Miscellaneous Goods & Services,19.638
1967-12,All Items,Food,28.35
1967-12,All Items,Food Excl Food Servicing Services,na
1967-12,All Items,Food Servicing Services,na
1967-12,All Items,Clothing & Footwear,56.166
1967-12,All Items,Housing & Utilities,25.198
1967-12,All Items,Household Durables And Services,38.846
1967-12,All Items,Health Care,19.863
1967-12,All Items,Transport,20.412
1967-12,All Items,Communication,131.831
